date,store_id,region,city,store_type,category,product,channel,customer_segment,units_sold,unit_price,discount_rate,revenue,cost,profit,returns,nps_score
2025-01-22,S051,関西,大阪,小型,家電,テレビ,EC,一般,13,95000,0,1235000,679250,555750,0,31.0
2025-01-22,S051,関西,大阪,小型,家電,冷蔵庫,店頭,法人,11,128000,0,1408000,816640,591360,0,36.4
2025-01-22,S052,関西,大阪,旗艦,家電,冷蔵庫,電話,会員,46,128000,0.15,5004800,3415039,1589761,1,40.0
2025-01-22,S052,関西,大阪,旗艦,衣料,Tシャツ,電話,プレミアム会員,44,2400,0.15,89760,44352,45408,1,37.8
2025-01-22,S052,関西,大阪,旗艦,食品,プレミアム米,EC,一般,27,4800,0.1,116640,62208,54432,0,24.2
2025-01-22,S052,関西,大阪,旗艦,日用品,洗剤,電話,一般,29,680,0.15,16762,8874,7888,1,21.2
2025-01-22,S052,関西,大阪,旗艦,日用品,ティッシュ,電話,一般,47,420,0,19740,10857,8883,1,19.3
2025-01-22,S052,関西,大阪,旗艦,家電,エアコン,電話,一般,42,85000,0,3570000,2213400,1356600,0,37.5
2025-01-22,S061,中国,広島,小型,家電,テレビ,店頭,一般,12,95000,0.15,969000,627000,342000,0,16.9
2025-01-22,S061,中国,広島,小型,衣料,ダウンジャケット,EC,会員,12,18000,0,216000,108000,108000,0,25.9
2025-01-22,S061,中国,広島,小型,食品,コーヒー豆,EC,法人,12,1280,0,15360,6144,9216,1,33.9
2025-01-22,S061,中国,広島,小型,日用品,洗剤,EC,プレミアム会員,10,680,0.15,5780,3060,2720,0,42.0
2025-01-22,S061,中国,広島,小型,家電,冷蔵庫,EC,法人,11,128000,0.05,1337600,816640,520960,0,4.6
2025-01-22,S062,中国,広島,小型,食品,コーヒー豆,電話,プレミアム会員,11,1280,0,14080,5632,8448,0,9.5
2025-01-22,S062,中国,広島,小型,家電,テレビ,店頭,プレミアム会員,14,95000,0,1330000,731500,598500,0,51.4
2025-01-22,S062,中国,広島,小型,日用品,洗剤,EC,プレミアム会員,5,680,0,3400,1530,1870,0,40.9
2025-01-22,S062,中国,広島,小型,衣料,Tシャツ,店頭,プレミアム会員,8,2400,0.1,17280,8064,9216,0,44.9
2025-01-22,S062,中国,広島,小型,食品,プレミアム米,店頭,一般,8,4800,0.1,34560,18432,16128,0,35.7
2025-01-22,S062,中国,広島,小型,衣料,ダウンジャケット,店頭,会員,6,18000,0.2,86400,54000,32400,0,16.9
2025-01-22,S071,九州,福岡,小型,家電,テレビ,電話,プレミアム会員,5,95000,0,475000,261250,213750,1,30.7
2025-01-22,S071,九州,福岡,小型,家電,冷蔵庫,EC,プレミアム会員,7,128000,0.05,851200,519679,331521,0,29.4
2025-01-22,S071,九州,福岡,小型,衣料,ダウンジャケット,電話,プレミアム会員,7,18000,0,126000,63000,63000,1,47.7
2025-01-22,S072,九州,福岡,旗艦,衣料,ダウンジャケット,EC,プレミアム会員,43,18000,0.15,657900,387000,270900,0,58.3
2025-01-22,S072,九州,福岡,旗艦,食品,プレミアム米,EC,法人,41,4800,0,196800,94464,102336,1,5.5
2025-01-22,S072,九州,福岡,旗艦,日用品,ティッシュ,EC,一般,47,420,0.2,15792,10857,4935,0,8.9
2025-01-22,S072,九州,福岡,旗艦,家電,エアコン,EC,プレミアム会員,36,85000,0,3060000,1897200,1162800,0,63.2
2025-01-29,S011,北海道,札幌,小型,食品,コーヒー豆,店頭,会員,6,1280,0.2,6144,3072,3072,0,30.4
2025-01-29,S011,北海道,札幌,小型,日用品,洗剤,電話,プレミアム会員,1,680,0,680,306,374,0,41.1
2025-01-29,S011,北海道,札幌,小型,家電,エアコン,EC,法人,9,85000,0.15,650250,474300,175950,0,15.6
2025-01-29,S011,北海道,札幌,小型,家電,冷蔵庫,EC,一般,11,128000,0,1408000,816640,591360,0,12.8
2025-01-29,S012,北海道,札幌,旗艦,家電,テレビ,電話,一般,45,95000,0.2,3420000,2351250,1068750,1,34.9
2025-01-29,S012,北海道,札幌,旗艦,衣料,Tシャツ,店頭,会員,35,2400,0,84000,35280,48720,2,43.7
2025-01-29,S012,北海道,札幌,旗艦,食品,プレミアム米,EC,一般,35,4800,0,168000,80640,87360,1,58.3
2025-01-29,S012,北海道,札幌,旗艦,家電,冷蔵庫,EC,会員,28,128000,0,3584000,2078719,1505281,0,22.7
2025-01-29,S012,北海道,札幌,旗艦,日用品,洗剤,電話,会員,39,680,0,26520,11934,14586,0,13.9
2025-01-29,S021,東北,仙台,旗艦,家電,エアコン,EC,会員,41,85000,0.15,2962250,2160700,801550,0,54.7
2025-01-29,S021,東北,仙台,旗艦,衣料,Tシャツ,電話,プレミアム会員,48,2400,0.15,97920,48384,49536,2,41.3
2025-01-29,S021,東北,仙台,旗艦,衣料,ダウンジャケット,電話,法人,42,18000,0,756000,378000,378000,1,36.8
2025-01-29,S021,東北,仙台,旗艦,食品,プレミアム米,EC,会員,50,4800,0,240000,115200,124800,0,23.5
2025-01-29,S021,東北,仙台,旗艦,日用品,ティッシュ,電話,プレミアム会員,37,420,0.05,14763,8547,6216,0,52.9
2025-01-29,S022,東北,仙台,小型,食品,コーヒー豆,店頭,プレミアム会員,12,1280,0.05,14592,6144,8448,0,50.4
2025-01-29,S022,東北,仙台,小型,日用品,洗剤,EC,法人,12,680,0.2,6528,3672,2856,0,48.0
2025-01-29,S022,東北,仙台,小型,衣料,ダウンジャケット,電話,プレミアム会員,7,18000,0,126000,63000,63000,0,31.0
2025-01-29,S031,関東,東京,標準,衣料,ダウンジャケット,電話,法人,28,18000,0,504000,252000,252000,0,39.3
2025-01-29,S031,関東,東京,標準,日用品,ティッシュ,電話,法人,23,420,0,9660,5313,4347,0,24.7
2025-01-29,S031,関東,東京,標準,日用品,洗剤,EC,会員,29,680,0.2,15776,8874,6902,0,27.0
2025-01-29,S031,関東,東京,標準,家電,エアコン,店頭,会員,23,85000,0,1955000,1212100,742900,0,28.5
2025-01-29,S031,関東,東京,標準,食品,コーヒー豆,電話,法人,22,1280,0.1,25344,11264,14080,0,27.4
2025-01-29,S031,関東,東京,標準,食品,プレミアム米,店頭,法人,18,4800,0,86400,41472,44928,0,19.5
2025-01-29,S032,関東,東京,旗艦,家電,テレビ,電話,一般,46,95000,0,4370000,2403500,1966500,1,34.8
2025-01-29,S032,関東,東京,旗艦,日用品,洗剤,店頭,会員,26,680,0,17680,7956,9724,1,25.6
2025-01-29,S032,関東,東京,旗艦,日用品,ティッシュ,EC,プレミアム会員,28,420,0.1,10584,6468,4116,0,26.5
2025-01-29,S032,関東,東京,旗艦,食品,プレミアム米,EC,法人,36,4800,0.2,138240,82944,55296,1,31.1
2025-01-29,S032,関東,東京,旗艦,衣料,ダウンジャケット,店頭,法人,25,18000,0.15,382500,225000,157500,0,41.7
2025-01-29,S041,中部,名古屋,旗艦,日用品,ティッシュ,店頭,法人,27,420,0,11340,6237,5103,0,22.0
2025-01-29,S041,中部,名古屋,旗艦,日用品,洗剤,電話,一般,44,680,0.05,28424,13464,14960,1,40.7
2025-01-29,S041,中部,名古屋,旗艦,食品,コーヒー豆,EC,法人,54,1280,0.2,55296,27648,27648,2,14.2
2025-01-29,S041,中部,名古屋,旗艦,家電,エアコン,電話,会員,24,85000,0.15,1734000,1264800,469200,0,18.4
2025-01-29,S041,中部,名古屋,旗艦,衣料,Tシャツ,店頭,法人,45,2400,0.1,97200,45360,51840,0,39.4
2025-01-29,S041,中部,名古屋,旗艦,衣料,ダウンジャケット,電話,プレミアム会員,37,18000,0,666000,333000,333000,0,43.2
2025-01-29,S042,中部,名古屋,旗艦,日用品,ティッシュ,EC,法人,49,420,0,20580,11319,9261,0,19.6
2025-01-29,S042,中部,名古屋,旗艦,日用品,洗剤,電話,プレミアム会員,36,680,0.1,22032,11016,11016,1,20.6
2025-01-29,S042,中部,名古屋,旗艦,食品,コーヒー豆,EC,会員,63,1280,0,80640,32256,48384,3,37.8
2025-01-29,S042,中部,名古屋,旗艦,食品,プレミアム米,店頭,プレミアム会員,55,4800,0.15,224400,126720,97680,0,37.0
2025-01-29,S042,中部,名古屋,旗艦,衣料,ダウンジャケット,電話,プレミアム会員,45,18000,0.1,729000,405000,324000,0,38.8
2025-01-29,S051,関西,大阪,小型,日用品,洗剤,店頭,会員,12,680,0.15,6936,3672,3264,0,12.1
2025-01-29,S051,関西,大阪,小型,家電,エアコン,店頭,一般,10,85000,0.1,765000,527000,238000,0,29.0
2025-01-29,S051,関西,大阪,小型,食品,コーヒー豆,電話,法人,8,1280,0,10240,4096,6144,0,22.5
2025-01-29,S051,関西,大阪,小型,日用品,ティッシュ,店頭,会員,13,420,0.1,4914,3003,1911,0,6.7
2025-01-29,S052,関西,大阪,旗艦,家電,テレビ,店頭,一般,52,95000,0.05,4693000,2717000,1976000,1,37.8
2025-01-29,S052,関西,大阪,旗艦,食品,プレミアム米,EC,一般,58,4800,0,278400,133632,144768,0,45.6
2025-01-29,S052,関西,大阪,旗艦,衣料,ダウンジャケット,EC,プレミアム会員,27,18000,0.1,437400,243000,194400,0,16.7
2025-01-29,S061,中国,広島,小型,日用品,ティッシュ,電話,法人,10,420,0.15,3570,2310,1260,0,37.7
2025-01-29,S061,中国,広島,小型,日用品,洗剤,電話,プレミアム会員,10,680,0.2,5440,3060,2380,0,50.8
2025-01-29,S061,中国,広島,小型,食品,プレミアム米,電話,法人,13,4800,0.2,49920,29952,19968,0,34.7
2025-01-29,S061,中国,広島,小型,家電,エアコン,EC,一般,10,85000,0,850000,527000,323000,0,31.3
2025-01-29,S061,中国,広島,小型,家電,テレビ,EC,会員,9,95000,0.05,812250,470250,342000,0,0.2
2025-01-29,S061,中国,広島,小型,家電,冷蔵庫,EC,一般,9,128000,0,1152000,668160,483840,1,35.6
2025-01-29,S062,中国,広島,小型,家電,テレビ,電話,一般,10,95000,0.15,807500,522500,285000,0,25.0
2025-01-29,S062,中国,広島,小型,食品,プレミアム米,電話,会員,10,4800,0,48000,23040,24960,0,-4.6
2025-01-29,S062,中国,広島,小型,食品,コーヒー豆,EC,法人,12,1280,0.15,13056,6144,6912,0,25.9
2025-01-29,S062,中国,広島,小型,日用品,ティッシュ,電話,会員,10,420,0.1,3780,2310,1470,0,33.5
2025-01-29,S062,中国,広島,小型,衣料,Tシャツ,EC,プレミアム会員,10,2400,0,24000,10080,13920,0,42.1
2025-01-29,S071,九州,福岡,小型,衣料,Tシャツ,電話,法人,12,2400,0.1,25920,12096,13824,0,4.4
2025-01-29,S071,九州,福岡,小型,家電,テレビ,EC,一般,10,95000,0.05,902500,522500,380000,0,39.2
2025-01-29,S071,九州,福岡,小型,家電,冷蔵庫,電話,一般,5,128000,0,640000,371200,268800,0,28.0
2025-01-29,S071,九州,福岡,小型,衣料,ダウンジャケット,店頭,会員,8,18000,0.1,129600,72000,57600,1,35.6
2025-01-29,S072,九州,福岡,旗艦,衣料,Tシャツ,EC,一般,42,2400,0,100800,42336,58464,1,33.3
2025-01-29,S072,九州,福岡,旗艦,家電,エアコン,電話,法人,6,85000,0,510000,316200,193800,1,29.5
2025-01-29,S072,九州,福岡,旗艦,衣料,ダウンジャケット,EC,法人,71,18000,0.2,1022400,639000,383400,2,13.1
2025-02-05,S011,北海道,札幌,小型,家電,冷蔵庫,店頭,会員,8,128000,0.2,819200,593920,225280,0,30.1
2025-02-05,S011,北海道,札幌,小型,家電,テレビ,EC,法人,8,95000,0.1,684000,418000,266000,0,23.7
2025-02-05,S011,北海道,札幌,小型,日用品,ティッシュ,EC,プレミアム会員,11,420,0,4620,2541,2079,0,72.9
2025-02-05,S011,北海道,札幌,小型,日用品,洗剤,電話,一般,14,680,0.1,8568,4284,4284,0,32.5
2025-02-05,S011,北海道,札幌,小型,食品,プレミアム米,店頭,会員,3,4800,0,14400,6912,7488,1,36.6
2025-02-05,S012,北海道,札幌,旗艦,家電,エアコン,店頭,会員,40,85000,0,3400000,2108000,1292000,0,20.1
2025-02-05,S012,北海道,札幌,旗艦,日用品,洗剤,電話,プレミアム会員,39,680,0.1,23868,11934,11934,0,34.7
2025-02-05,S012,北海道,札幌,旗艦,食品,コーヒー豆,EC,会員,37,1280,0.15,40256,18944,21312,1,17.7
2025-02-05,S012,北海道,札幌,旗艦,衣料,Tシャツ,EC,一般,42,2400,0.1,90720,42336,48384,2,22.2
2025-02-05,S012,北海道,札幌,旗艦,衣料,ダウンジャケット,店頭,法人,40,18000,0,720000,360000,360000,0,46.7
2025-02-05,S012,北海道,札幌,旗艦,日用品,ティッシュ,電話,プレミアム会員,33,420,0.15,11781,7623,4158,0,48.4
2025-02-05,S021,東北,仙台,旗艦,家電,テレビ,EC,一般,10,95000,0.1,855000,522500,332500,0,18.3
2025-02-05,S021,東北,仙台,旗艦,衣料,ダウンジャケット,EC,会員,41,18000,0,738000,369000,369000,0,8.4
2025-02-05,S021,東北,仙台,旗艦,家電,冷蔵庫,EC,一般,17,128000,0,2176000,1262080,913920,0,27.9
2025-02-05,S021,東北,仙台,旗艦,食品,プレミアム米,電話,一般,57,4800,0.2,218880,131328,87552,2,39.6
2025-02-05,S021,東北,仙台,旗艦,衣料,Tシャツ,電話,会員,19,2400,0,45600,19152,26448,0,21.4
2025-02-05,S021,東北,仙台,旗艦,食品,コーヒー豆,店頭,会員,64,1280,0.15,69632,32768,36864,4,61.8
2025-02-05,S022,東北,仙台,小型,日用品,洗剤,EC,法人,5,680,0,3400,1530,1870,0,29.0
2025-02-05,S022,東北,仙台,小型,衣料,Tシャツ,EC,法人,14,2400,0,33600,14112,19488,0,11.8
2025-02-05,S022,東北,仙台,小型,衣料,ダウンジャケット,EC,会員,8,18000,0.1,129600,72000,57600,0,43.0
2025-02-05,S022,東北,仙台,小型,家電,冷蔵庫,店頭,プレミアム会員,6,128000,0.1,691200,445439,245761,1,38.7
2025-02-05,S022,東北,仙台,小型,日用品,ティッシュ,EC,プレミアム会員,11,420,0.05,4389,2541,1848,0,36.8
2025-02-05,S022,東北,仙台,小型,家電,テレビ,電話,プレミアム会員,9,95000,0,855000,470250,384750,0,31.2
2025-02-05,S031,関東,東京,標準,衣料,ダウンジャケット,電話,法人,29,18000,0.15,443700,261000,182700,2,44.1
2025-02-05,S031,関東,東京,標準,家電,テレビ,店頭,一般,19,95000,0.2,1444000,992750,451250,0,30.3
2025-02-05,S031,関東,東京,標準,食品,コーヒー豆,電話,会員,25,1280,0,32000,12800,19200,0,18.4
2025-02-05,S031,関東,東京,標準,衣料,Tシャツ,電話,法人,23,2400,0.15,46920,23184,23736,0,30.1
2025-02-05,S031,関東,東京,標準,家電,冷蔵庫,電話,法人,30,128000,0,3840000,2227200,1612800,0,20.4
2025-02-05,S031,関東,東京,標準,日用品,ティッシュ,電話,法人,20,420,0.2,6720,4620,2100,0,27.2
2025-02-05,S032,関東,東京,旗艦,衣料,Tシャツ,店頭,プレミアム会員,47,2400,0.05,107160,47376,59784,0,71.7
2025-02-05,S032,関東,東京,旗艦,家電,テレビ,EC,会員,54,95000,0.15,4360500,2821500,1539000,1,48.0
2025-02-05,S032,関東,東京,旗艦,家電,冷蔵庫,店頭,一般,49,128000,0.1,5644800,3637759,2007041,1,13.1
2025-02-05,S041,中部,名古屋,旗艦,家電,冷蔵庫,電話,プレミアム会員,42,128000,0.1,4838400,3118080,1720320,3,40.4
2025-02-05,S041,中部,名古屋,旗艦,衣料,ダウンジャケット,電話,一般,47,18000,0.15,719100,423000,296100,3,40.4
2025-02-05,S041,中部,名古屋,旗艦,食品,プレミアム米,店頭,一般,31,4800,0.15,126480,71424,55056,2,18.4
2025-02-05,S041,中部,名古屋,旗艦,日用品,洗剤,電話,一般,50,680,0,34000,15300,18700,2,45.5
2025-02-05,S042,中部,名古屋,旗艦,家電,冷蔵庫,電話,プレミアム会員,36,128000,0.05,4377600,2672640,1704960,0,38.4
2025-02-05,S042,中部,名古屋,旗艦,日用品,ティッシュ,電話,一般,7,420,0,2940,1617,1323,0,37.1
2025-02-05,S042,中部,名古屋,旗艦,衣料,Tシャツ,店頭,プレミアム会員,49,2400,0.1,105840,49392,56448,1,15.3
2025-02-05,S042,中部,名古屋,旗艦,衣料,ダウンジャケット,EC,プレミアム会員,53,18000,0.05,906300,477000,429300,1,33.8
2025-02-05,S042,中部,名古屋,旗艦,食品,プレミアム米,EC,法人,40,4800,0,192000,92160,99840,0,14.1
2025-02-05,S042,中部,名古屋,旗艦,日用品,洗剤,店頭,プレミアム会員,45,680,0,30600,13770,16830,0,43.7
2025-02-05,S051,関西,大阪,小型,食品,プレミアム米,店頭,一般,12,4800,0,57600,27648,29952,0,36.9
2025-02-05,S051,関西,大阪,小型,食品,コーヒー豆,店頭,会員,12,1280,0.1,13824,6144,7680,0,18.4
2025-02-05,S051,関西,大阪,小型,家電,テレビ,店頭,一般,8,95000,0,760000,418000,342000,0,24.6
2025-02-05,S051,関西,大阪,小型,家電,エアコン,EC,法人,13,85000,0.2,884000,685100,198900,0,52.2
2025-02-05,S052,関西,大阪,旗艦,衣料,Tシャツ,店頭,会員,57,2400,0,136800,57456,79344,0,43.3
2025-02-05,S052,関西,大阪,旗艦,家電,テレビ,店頭,会員,28,95000,0.05,2527000,1463000,1064000,0,32.3
2025-02-05,S052,関西,大阪,旗艦,食品,コーヒー豆,店頭,法人,28,1280,0.1,32256,14336,17920,0,21.1
2025-02-05,S052,関西,大阪,旗艦,日用品,洗剤,店頭,プレミアム会員,52,680,0.2,28288,15912,12376,1,29.2
2025-02-05,S061,中国,広島,小型,衣料,ダウンジャケット,店頭,プレミアム会員,7,18000,0,126000,63000,63000,0,33.8
2025-02-05,S061,中国,広島,小型,食品,コーヒー豆,EC,プレミアム会員,11,1280,0,14080,5632,8448,1,40.2
2025-02-05,S061,中国,広島,小型,日用品,洗剤,EC,会員,14,680,0,9520,4284,5236,0,45.5
2025-02-05,S061,中国,広島,小型,衣料,Tシャツ,EC,プレミアム会員,13,2400,0.1,28080,13104,14976,1,52.6
2025-02-05,S061,中国,広島,小型,日用品,ティッシュ,電話,一般,9,420,0.15,3213,2079,1134,0,34.5
2025-02-05,S062,中国,広島,小型,日用品,ティッシュ,電話,プレミアム会員,10,420,0.15,3570,2310,1260,1,34.7
2025-02-05,S062,中国,広島,小型,家電,冷蔵庫,EC,法人,11,128000,0.1,1267200,816640,450560,0,38.3
2025-02-05,S062,中国,広島,小型,食品,プレミアム米,電話,法人,4,4800,0,19200,9216,9984,0,23.4
2025-02-05,S062,中国,広島,小型,日用品,洗剤,電話,一般,4,680,0,2720,1224,1496,0,12.6
2025-02-05,S062,中国,広島,小型,食品,コーヒー豆,EC,会員,9,1280,0.15,9792,4608,5184,0,24.7
2025-02-05,S062,中国,広島,小型,衣料,ダウンジャケット,EC,法人,8,18000,0,144000,72000,72000,0,30.6
2025-02-05,S071,九州,福岡,小型,衣料,ダウンジャケット,電話,会員,10,18000,0,180000,90000,90000,0,22.4
2025-02-05,S071,九州,福岡,小型,食品,コーヒー豆,店頭,一般,16,1280,0.2,16384,8192,8192,0,27.6
2025-02-05,S071,九州,福岡,小型,日用品,洗剤,EC,プレミアム会員,8,680,0.05,5168,2448,2720,0,41.9
2025-02-05,S071,九州,福岡,小型,食品,プレミアム米,電話,法人,11,4800,0,52800,25344,27456,0,31.5
2025-02-05,S072,九州,福岡,旗艦,家電,エアコン,店頭,会員,57,85000,0.1,4360500,3003900,1356600,0,33.2
2025-02-05,S072,九州,福岡,旗艦,食品,コーヒー豆,電話,法人,46,1280,0.05,55936,23552,32384,1,42.1
2025-02-05,S072,九州,福岡,旗艦,衣料,ダウンジャケット,店頭,会員,35,18000,0,630000,315000,315000,0,28.0
2025-02-12,S011,北海道,札幌,小型,食品,プレミアム米,EC,一般,3,4800,0.1,12960,6912,6048,1,44.5
2025-02-12,S011,北海道,札幌,小型,衣料,Tシャツ,店頭,プレミアム会員,9,2400,0,21600,9072,12528,1,38.4
2025-02-12,S011,北海道,札幌,小型,家電,エアコン,電話,プレミアム会員,6,85000,0.1,459000,316200,142800,0,52.7
2025-02-12,S011,北海道,札幌,小型,食品,コーヒー豆,店頭,プレミアム会員,8,1280,0,10240,4096,6144,1,52.3
2025-02-12,S011,北海道,札幌,小型,家電,冷蔵庫,EC,一般,5,128000,0.15,544000,371200,172800,0,34.5
2025-02-12,S011,北海道,札幌,小型,日用品,ティッシュ,EC,一般,11,420,0.1,4158,2541,1617,1,17.6
2025-02-12,S012,北海道,札幌,旗艦,食品,プレミアム米,電話,会員,50,4800,0.05,228000,115200,112800,0,37.5
2025-02-12,S012,北海道,札幌,旗艦,家電,テレビ,EC,一般,59,95000,0.05,5324750,3082750,2242000,0,44.4
2025-02-12,S012,北海道,札幌,旗艦,日用品,洗剤,電話,法人,56,680,0.05,36176,17136,19040,0,18.6
2025-02-12,S012,北海道,札幌,旗艦,食品,コーヒー豆,EC,法人,47,1280,0.2,48128,24064,24064,2,30.7
2025-02-12,S012,北海道,札幌,旗艦,日用品,ティッシュ,EC,会員,30,420,0.1,11340,6930,4410,0,50.3
2025-02-12,S012,北海道,札幌,旗艦,家電,冷蔵庫,電話,法人,34,128000,0,4352000,2524160,1827840,0,28.3
2025-02-12,S021,東北,仙台,旗艦,衣料,Tシャツ,電話,会員,58,2400,0.05,132240,58464,73776,2,43.6
2025-02-12,S021,東北,仙台,旗艦,家電,エアコン,店頭,プレミアム会員,42,85000,0,3570000,2213400,1356600,0,32.2
2025-02-12,S021,東北,仙台,旗艦,食品,プレミアム米,EC,一般,57,4800,0.2,218880,131328,87552,1,22.4
2025-02-12,S021,東北,仙台,旗艦,食品,コーヒー豆,電話,プレミアム会員,50,1280,0.05,60800,25600,35200,0,48.3
2025-02-12,S021,東北,仙台,旗艦,日用品,洗剤,店頭,会員,45,680,0.2,24480,13770,10710,1,34.1
2025-02-12,S022,東北,仙台,小型,衣料,Tシャツ,EC,プレミアム会員,14,2400,0.15,28560,14112,14448,0,47.6
2025-02-12,S022,東北,仙台,小型,家電,テレビ,EC,一般,8,95000,0,760000,418000,342000,0,25.4
2025-02-12,S022,東北,仙台,小型,衣料,ダウンジャケット,店頭,会員,12,18000,0,216000,108000,108000,0,31.3
2025-02-12,S022,東北,仙台,小型,食品,コーヒー豆,EC,会員,5,1280,0.1,5760,2560,3200,0,17.5
2025-02-12,S022,東北,仙台,小型,食品,プレミアム米,EC,法人,14,4800,0.2,53760,32256,21504,1,42.0
2025-02-12,S031,関東,東京,標準,食品,コーヒー豆,店頭,一般,26,1280,0.15,28288,13312,14976,1,27.0
2025-02-12,S031,関東,東京,標準,衣料,ダウンジャケット,電話,プレミアム会員,31,18000,0.05,530100,279000,251100,0,47.6
2025-02-12,S031,関東,東京,標準,日用品,洗剤,店頭,法人,28,680,0,19040,8568,10472,0,38.8
2025-02-12,S031,関東,東京,標準,家電,テレビ,電話,会員,15,95000,0,1425000,783750,641250,0,46.0
2025-02-12,S031,関東,東京,標準,日用品,ティッシュ,店頭,一般,15,420,0.15,5355,3465,1890,0,17.0
2025-02-12,S032,関東,東京,旗艦,家電,テレビ,店頭,法人,45,95000,0,4275000,2351250,1923750,2,37.5
2025-02-12,S032,関東,東京,旗艦,衣料,ダウンジャケット,EC,一般,37,18000,0.15,566100,333000,233100,0,33.8
2025-02-12,S032,関東,東京,旗艦,日用品,洗剤,電話,会員,55,680,0.15,31790,16830,14960,1,27.3
2025-02-12,S041,中部,名古屋,旗艦,家電,冷蔵庫,EC,一般,31,128000,0,3968000,2301440,1666560,0,21.9
2025-02-12,S041,中部,名古屋,旗艦,家電,エアコン,EC,一般,50,85000,0,4250000,2635000,1615000,1,42.5
2025-02-12,S041,中部,名古屋,旗艦,衣料,Tシャツ,店頭,法人,43,2400,0,103200,43344,59856,0,35.1
2025-02-12,S042,中部,名古屋,旗艦,家電,冷蔵庫,EC,会員,23,128000,0.2,2355200,1707519,647681,1,55.3
2025-02-12,S042,中部,名古屋,旗艦,食品,コーヒー豆,店頭,一般,68,1280,0.1,78336,34816,43520,0,23.6
2025-02-12,S042,中部,名古屋,旗艦,家電,テレビ,店頭,法人,35,95000,0.15,2826250,1828750,997500,1,37.2
2025-02-12,S051,関西,大阪,小型,日用品,洗剤,EC,法人,12,680,0,8160,3672,4488,0,21.2
2025-02-12,S051,関西,大阪,小型,家電,冷蔵庫,電話,一般,10,128000,0.15,1088000,742400,345600,1,13.7
2025-02-12,S051,関西,大阪,小型,家電,エアコン,電話,一般,6,85000,0.2,408000,316200,91800,1,9.9
2025-02-12,S051,関西,大阪,小型,衣料,ダウンジャケット,店頭,会員,10,18000,0,180000,90000,90000,0,34.5
2025-02-12,S051,関西,大阪,小型,食品,プレミアム米,店頭,法人,4,4800,0.05,18240,9216,9024,0,39.2
2025-02-12,S051,関西,大阪,小型,衣料,Tシャツ,電話,一般,2,2400,0,4800,2016,2784,0,35.8
2025-02-12,S052,関西,大阪,旗艦,食品,コーヒー豆,電話,一般,37,1280,0,47360,18944,28416,0,33.4
2025-02-12,S052,関西,大阪,旗艦,家電,テレビ,店頭,法人,23,95000,0.1,1966500,1201750,764750,0,31.4
2025-02-12,S052,関西,大阪,旗艦,食品,プレミアム米,EC,一般,27,4800,0.15,110160,62208,47952,0,26.2
2025-02-12,S052,関西,大阪,旗艦,日用品,洗剤,EC,一般,34,680,0,23120,10404,12716,1,36.9
2025-02-12,S052,関西,大阪,旗艦,家電,エアコン,EC,法人,38,85000,0.1,2907000,2002600,904400,0,13.0
2025-02-12,S052,関西,大阪,旗艦,日用品,ティッシュ,電話,一般,35,420,0.2,11760,8085,3675,1,30.6
2025-02-12,S061,中国,広島,小型,家電,冷蔵庫,電話,会員,12,128000,0,1536000,890879,645121,0,30.5
2025-02-12,S061,中国,広島,小型,衣料,ダウンジャケット,店頭,会員,8,18000,0.1,129600,72000,57600,0,33.9
2025-02-12,S061,中国,広島,小型,日用品,ティッシュ,店頭,プレミアム会員,5,420,0,2100,1155,945,0,20.6
2025-02-12,S061,中国,広島,小型,食品,プレミアム米,電話,一般,10,4800,0.2,38400,23040,15360,0,16.8
2025-02-12,S061,中国,広島,小型,家電,エアコン,EC,一般,11,85000,0.05,888250,579700,308550,0,33.2
2025-02-12,S061,中国,広島,小型,家電,テレビ,EC,会員,8,95000,0,760000,418000,342000,0,44.1
2025-02-12,S062,中国,広島,小型,日用品,洗剤,店頭,会員,7,680,0,4760,2142,2618,0,32.1
2025-02-12,S062,中国,広島,小型,家電,エアコン,店頭,会員,15,85000,0.1,1147500,790500,357000,0,36.2
2025-02-12,S062,中国,広島,小型,衣料,ダウンジャケット,電話,法人,6,18000,0,108000,54000,54000,0,41.2
2025-02-12,S071,九州,福岡,小型,日用品,ティッシュ,電話,一般,12,420,0,5040,2772,2268,1,34.3
2025-02-12,S071,九州,福岡,小型,家電,冷蔵庫,EC,プレミアム会員,9,128000,0.2,921600,668160,253440,0,36.2
2025-02-12,S071,九州,福岡,小型,衣料,Tシャツ,電話,法人,13,2400,0.1,28080,13104,14976,0,34.2
2025-02-12,S071,九州,福岡,小型,家電,テレビ,店頭,法人,5,95000,0,475000,261250,213750,0,22.4
2025-02-12,S071,九州,福岡,小型,家電,エアコン,店頭,会員,14,85000,0,1190000,737800,452200,2,31.2
2025-02-12,S072,九州,福岡,旗艦,食品,コーヒー豆,電話,法人,51,1280,0.2,52224,26112,26112,0,19.7
2025-02-12,S072,九州,福岡,旗艦,家電,エアコン,店頭,会員,13,85000,0,1105000,685100,419900,1,28.7
2025-02-12,S072,九州,福岡,旗艦,食品,プレミアム米,店頭,法人,34,4800,0.15,138720,78336,60384,1,21.9
2025-02-19,S011,北海道,札幌,小型,家電,冷蔵庫,EC,一般,9,128000,0.15,979200,668160,311040,0,38.6
2025-02-19,S011,北海道,札幌,小型,家電,テレビ,EC,プレミアム会員,9,95000,0.2,684000,470250,213750,0,59.1
